"","GSM2417003","GSM2417004","GSM2417005","GSM2417006","GSM2417007","GSM2417009","GSM2417011","GSM2417015","GSM2417016","ent_gene","symbol_limma"
"11730688_a_at",3.82569267521809,3.44538420544175,3.40951302114285,3.58922047918943,3.44852287460045,3.57169713335205,3.3915209024894,3.51416485068087,3.62232237419243,"50943","FOXP3"
"11732000_a_at",3.94849703404345,4.80311882273057,3.8173475339167,3.78926386862227,4.08293228686907,3.84642568483522,4.1525519194612,4.89734929790452,3.63945058928837,"50940","PDE11A"
"11728665_a_at",9.57874880111674,9.08137340438681,9.40187417872267,8.82401995405206,9.71033560777207,9.46517566912927,9.16304651328718,9.91983777654787,9.19526151432113,"5094","PCBP2"
"11739783_a_at",4.00031354277849,3.59788285249701,3.59135126953722,3.93973566994911,4.05556823931666,3.84283036585213,4.2001263013362,3.93837557892356,4.00083804064057,"50937","CDON"
"11758107_x_at",9.59359762784629,9.97543050314263,9.96790082287365,10.2614019486245,10.2392456142345,10.252820304508,10.1530976974697,10.2443116981684,10.1796194969256,"5093","PCBP1"
"11717354_at",7.38895309152088,7.1915834594915,6.84369831396196,7.17312556021535,6.44913007525037,7.42391749729915,7.41190590109464,6.70083156659965,7.04388833551248,"5092","PCBD1"
"11722121_a_at",6.2876722504595,6.93756337920451,6.68874376969996,7.1410037528797,6.77349920303645,7.0137250843068,7.09885652376637,6.76405049002923,6.68835852360951,"5091","PC"
"11739507_a_at",4.23678334233676,4.61531576684559,5.52125969559765,4.66401014686686,5.67330579452923,5.43910975574099,4.89341252318575,5.48267604601718,4.77171079914247,"5090","PBX3"
"11758727_x_at",9.91883364816628,9.12692351051965,8.93677318647844,9.43385387077084,9.55028770082698,9.38857601059289,9.45160823978366,9.22726845662792,9.38105881736756,"509","ATP5C1"
"11725433_at",6.0445491993752,6.14015853486637,6.94983013325196,6.23710492915497,6.81338394121254,6.48754601131151,5.91788908723619,6.10163673048233,6.77564043087004,"5089","PBX2"
"11757871_s_at",10.4032148766329,10.1717323903305,8.96606562747578,10.8244590674166,10.6312873823636,10.2037912908874,10.3948405510638,10.2415863710729,10.33486316798,"5087","PBX1"
"11758130_s_at",7.52957015909463,8.03564617081197,8.18411917007827,7.84573967368401,7.6850428086486,7.91727522836434,7.96522482055181,8.34538472234345,7.86341831584521,"50865","HEBP1"
"11738844_a_at",7.85091980195948,7.34983668520928,6.40713016160712,8.18760448254641,7.20304194503582,8.1150250214471,7.85403057784061,7.32932193847692,8.27884425530299,"50863","NTM"
"11726259_s_at",10.2358525860385,10.1503663497965,10.2399426577436,9.71618332196198,10.7287893420357,10.0745141620816,10.177711950464,10.6853276836372,9.78921166852111,"50862","RNF141"
"11754609_x_at",9.982214086672,10.2630652172308,8.65904452948767,10.7581167960065,9.28237642036167,10.1003097621917,10.513649541605,8.98107342967368,10.7181502221698,"50861","STMN3"
"11726570_at",9.59628368898084,10.2802716988841,10.4770352661566,9.91628950557581,10.2210671471208,9.91236720314322,10.1575926173084,10.7127779971742,9.13152841442567,"50859","SPOCK3"
"11728489_a_at",4.38280893629871,4.09853132528665,5.7463999281819,4.31923507284369,5.67942237737408,4.7486079413491,4.72236553294456,4.92748532043512,4.71144313727479,"50856","CLEC4A"
"11715230_s_at",7.83551802523828,6.2651126489482,5.51395923270473,6.78184058294291,6.25944508319559,6.49516225164656,6.7845255799856,5.42938147907313,7.00933114264759,"50855","PARD6A"
"11715850_x_at",9.77037222621219,9.5851272632714,9.77089903697383,9.74067302536582,9.92310708336244,9.28500573924623,9.50482849428303,10.6356102512232,9.17290063251984,"50854","C6orf48"
"11725022_a_at",5.95059092812004,4.5214639832124,4.95802293583139,5.32425889850537,4.20597761978576,5.336641181923,4.60436990110725,4.30603279140961,4.76915877052311,"50853","VILL"
"11720460_x_at",5.87256928596195,6.77236090823883,8.14901452396672,6.79230449466191,6.11593136720374,6.78626046061738,6.46132771461362,6.22909162682093,6.45622159494497,"50848","F11R"
"11736826_at",3.59266996282424,3.74464271927374,3.8154730113094,3.75395205963347,3.51587879195377,3.59755178007677,3.158467783849,3.66333054992824,3.49611978768897,"50846","DHH"
"11732972_at",3.42427390723762,3.49356035355298,3.15295347150689,3.39177704382802,3.20128045510943,3.07253187927759,3.19815160448482,3.58272324659306,3.08830932345747,"50836","TAS2R8"
"11738575_at",3.28854745740091,3.11493697074938,2.94008914101973,3.10283586069912,2.74159403623817,2.87004705388643,2.90927573534471,3.1560822382608,3.12183177890493,"50835","TAS2R9"
"11732703_s_at",3.39090685427944,3.45180033681672,3.59248641124841,3.48901843244662,3.3275025751636,3.27279058110961,3.88373376714198,3.4063823041047,3.64922527285592,"50834","TAS2R1"
"11737668_at",4.25645234389492,4.48510726538787,3.49662598506844,3.74313162926961,3.94132030399037,3.9975964322151,3.70238794023102,3.85982892046928,3.98158755715856,"50832","TAS2R4"
"11733949_a_at",4.58389230697929,4.81415712842028,4.51293426271656,4.6247894730978,4.3902560108174,4.46845591632095,4.48049553102379,4.64717033310076,4.58699326422783,"5083","PAX9"
"11756349_a_at",4.96850532543101,4.76446334890134,5.21159245552663,4.59813766102261,5.36877693108606,5.00933242765865,4.6050771908763,5.54411636953533,4.29632643288069,"5082","PDCL"
"11720522_a_at",7.39094806380448,7.27522406442205,7.55055077367305,6.79898407645196,7.1678392002058,7.38526578073509,7.19553927732301,7.00965207425881,7.24382745071148,"50814","NSDHL"
"11747401_s_at",7.32173241649487,6.86711714282193,6.63349980936022,7.24713470394283,7.11705067864583,6.90876042555534,7.16870772945793,6.47562698025089,7.1238358586941,"50813","COPS7A"
"11739812_a_at",9.26542759068398,8.70023565773009,7.61686340257331,8.69274462200309,8.57066781487958,8.94358004033169,9.12502579379045,7.7499095658895,9.11696047700541,"50810","HDGFRP3"
"11733555_at",3.37622106612521,3.67214006648249,3.1145371120902,3.55294660547032,3.37081938465026,3.55545891049214,3.80977524210477,3.3445300416654,3.67301337031252,"5081","PAX7"
"11748445_a_at",4.96318083228645,5.57162647831692,6.06283598234536,5.42192712374085,6.01821207785986,5.39593572667013,5.24325254609185,5.98934570501063,5.10166450315868,"50809","HP1BP3"
"11748857_a_at",7.60904574845971,7.06592791797815,7.10073856661667,6.72296755567233,8.13732282828824,8.17533632815659,7.4848252563324,7.7206611270152,7.06657200370944,"50808","AK3"
